"Date","MinDO","Location","TimeStamp"
2017-11-17,7.97333,"Upstream1","After"
2017-11-18,9.06333,"Upstream1","After"
2017-11-19,8.29,"Upstream1","After"
2017-11-20,8.97333,"Upstream1","After"
2017-11-21,9.17,"Upstream1","After"
2017-11-22,8.28,"Upstream1","After"
2017-11-23,8.29333,"Upstream1","After"
2017-11-24,8.80667,"Upstream1","After"
2017-11-25,8.59333,"Upstream1","After"
2017-11-26,7.60667,"Upstream1","After"
2017-11-27,7.78667,"Upstream1","After"
2017-11-28,8.14333,"Upstream1","After"
2017-11-29,8.08333,"Upstream1","After"
2017-11-30,7.47333,"Upstream1","After"
2017-12-01,6.66,"Upstream1","After"
2017-12-02,7.23,"Upstream1","After"
2017-12-03,6.49,"Upstream1","After"
2017-12-04,6.70333,"Upstream1","After"
2017-12-05,7.05,"Upstream1","After"
2017-12-06,8.67,"Upstream1","After"
2017-12-07,9.18667,"Upstream1","After"
2017-12-08,9.22,"Upstream1","After"
2017-12-09,10.3767,"Upstream1","After"
2017-12-10,10.4267,"Upstream1","After"
2017-12-11,10.2767,"Upstream1","After"
2017-12-12,9.89667,"Upstream1","After"
2017-12-13,10.1833,"Upstream1","After"
2017-12-14,10.4067,"Upstream1","After"
2017-12-15,10.37,"Upstream1","After"
2017-12-16,10.5633,"Upstream1","After"
2017-12-17,10.66,"Upstream1","After"
2017-12-18,10.25,"Upstream1","After"
2017-12-19,10.3433,"Upstream1","After"
2017-12-20,9.69667,"Upstream1","After"
2017-12-21,9.6,"Upstream1","After"
2017-12-22,9.86,"Upstream1","After"
2017-12-23,9.91,"Upstream1","After"
2017-12-24,9.35,"Upstream1","After"
2017-12-25,10,"Upstream1","After"
2017-12-26,10.73,"Upstream1","After"
2017-12-27,10.8,"Upstream1","After"
2017-12-28,10.9133,"Upstream1","After"
2017-12-29,11.4167,"Upstream1","After"
2017-12-30,10.9933,"Upstream1","After"
2017-12-31,10.8433,"Upstream1","After"
2018-01-01,11.49,"Upstream1","After"
2018-01-02,11.8867,"Upstream1","After"
2018-01-03,11.8767,"Upstream1","After"
2018-01-04,11.5867,"Upstream1","After"
2018-01-05,12.0833,"Upstream1","After"
2018-01-06,12.4,"Upstream1","After"
2018-01-07,12.5567,"Upstream1","After"
2018-01-08,12.3367,"Upstream1","After"
2018-01-09,12.07,"Upstream1","After"
2018-01-10,11.8633,"Upstream1","After"
2018-01-11,12.13,"Upstream1","After"
2018-01-12,10.73,"Upstream1","After"
2018-01-13,9.87333,"Upstream1","After"
2018-01-14,11.4,"Upstream1","After"
2018-01-15,12.3467,"Upstream1","After"
2018-01-16,12.2233,"Upstream1","After"
2018-01-17,11.8967,"Upstream1","After"
2018-01-18,12.39,"Upstream1","After"
2018-01-19,12.4233,"Upstream1","After"
2018-01-20,12.0967,"Upstream1","After"
2018-01-21,11.8567,"Upstream1","After"
2018-01-22,11.74,"Upstream1","After"
2018-01-23,10.54,"Upstream1","After"
2018-01-24,10.54,"Upstream1","After"
2018-01-25,10.9833,"Upstream1","After"
2018-01-26,11.1767,"Upstream1","After"
2018-01-27,11.02,"Upstream1","After"
2018-01-28,9.91667,"Upstream1","After"
2018-01-29,10.2833,"Upstream1","After"
2018-01-30,10.8367,"Upstream1","After"
2018-01-31,11.4867,"Upstream1","After"
2018-02-01,11.3567,"Upstream1","After"
2018-02-02,10.5267,"Upstream1","After"
2018-02-03,11.7167,"Upstream1","After"
2018-02-04,11.66,"Upstream1","After"
2018-02-05,11.12,"Upstream1","After"
2018-02-06,11.44,"Upstream1","After"
2018-02-07,11.0167,"Upstream1","After"
2018-02-08,10.5533,"Upstream1","After"
2018-02-09,11.2833,"Upstream1","After"
2018-02-10,11.0167,"Upstream1","After"
2018-02-11,10.37,"Upstream1","After"
2018-02-12,9.95333,"Upstream1","After"
2018-02-13,10.4333,"Upstream1","After"
2018-02-14,10.6233,"Upstream1","After"
2018-02-15,9.69333,"Upstream1","After"
2018-02-16,9.60667,"Upstream1","After"
2018-02-17,8.99333,"Upstream1","After"
2018-02-18,9.23667,"Upstream1","After"
2018-02-19,8.72333,"Upstream1","After"
2018-02-20,8.41,"Upstream1","After"
2018-02-21,7.90667,"Upstream1","After"
2018-02-22,8.51,"Upstream1","After"
2018-02-23,8.75333,"Upstream1","After"
2018-02-24,8.55,"Upstream1","After"
2018-02-25,7.89,"Upstream1","After"
2018-02-26,7.25333,"Upstream1","After"
2018-02-27,5.73667,"Upstream1","After"
2018-02-28,7.16,"Upstream1","After"
2018-03-01,6.95333,"Upstream1","After"
2018-03-02,7.88667,"Upstream1","After"
2018-03-03,7.16667,"Upstream1","After"
2018-03-04,8.08,"Upstream1","After"
2018-03-05,6.42,"Upstream1","After"
2018-03-06,8.23333,"Upstream1","After"
2018-03-07,7.5,"Upstream1","After"
2018-03-08,7.18,"Upstream1","After"
2018-03-09,7.83333,"Upstream1","After"
2018-03-10,8.50333,"Upstream1","After"
2018-03-11,7.35667,"Upstream1","After"
2018-03-12,5.78333,"Upstream1","After"
2018-03-13,10.88,"Upstream1","After"
2018-03-14,10.06,"Upstream1","After"
2018-03-15,10.32,"Upstream1","After"
2018-03-16,9.99,"Upstream1","After"
2018-03-17,10.0333,"Upstream1","After"
2018-03-18,9.67333,"Upstream1","After"
2018-03-19,9.74667,"Upstream1","After"
2018-03-20,9.39667,"Upstream1","After"
2018-03-21,10.16,"Upstream1","After"
2018-03-22,10.6733,"Upstream1","After"
2018-03-23,10.8167,"Upstream1","After"
2018-03-24,11.0833,"Upstream1","After"
2018-03-25,11.1533,"Upstream1","After"
2018-03-26,11.1433,"Upstream1","After"
2018-03-27,11.6633,"Upstream1","After"
2018-03-28,11.67,"Upstream1","After"
2018-03-29,11.24,"Upstream1","After"
2018-03-30,10.9333,"Upstream1","After"
2018-03-31,10.7733,"Upstream1","After"
2018-04-01,10.6833,"Upstream1","After"
2018-04-02,10.48,"Upstream1","After"
2018-04-03,10.2367,"Upstream1","After"
2018-04-04,10.07,"Upstream1","After"
2018-04-05,9.80667,"Upstream1","After"
2018-04-06,9.87667,"Upstream1","After"
2018-04-07,9.60667,"Upstream1","After"
2018-04-08,9.55333,"Upstream1","After"
2018-04-09,9.52333,"Upstream1","After"
2018-04-10,9.88,"Upstream1","After"
2018-04-11,9.75667,"Upstream1","After"
2018-04-12,9.70667,"Upstream1","After"
2018-04-13,8.38,"Upstream1","After"
2018-04-14,8.62333,"Upstream1","After"
2018-04-15,8.88,"Upstream1","After"
2018-04-16,8.85,"Upstream1","After"
2018-05-08,8.85667,"Upstream1","After"
2018-05-09,8.49,"Upstream1","After"
2018-05-10,8.1,"Upstream1","After"
2018-05-11,8.14,"Upstream1","After"
2018-05-12,8.07667,"Upstream1","After"
2018-05-13,8.03667,"Upstream1","After"
2018-05-14,7.97,"Upstream1","After"
2018-05-15,7.91333,"Upstream1","After"
2018-05-16,7.95,"Upstream1","After"
2018-05-17,7.63333,"Upstream1","After"
2018-05-18,7.78667,"Upstream1","After"
2018-05-19,7.92667,"Upstream1","After"
2018-05-20,7.97333,"Upstream1","After"
2018-05-21,8.69667,"Upstream1","After"
2018-05-22,8.52,"Upstream1","After"
2018-05-23,8.45667,"Upstream1","After"
2018-05-24,8.25667,"Upstream1","After"
2018-05-25,7.88,"Upstream1","After"
2018-05-26,7.36333,"Upstream1","After"
2018-05-27,7.11667,"Upstream1","After"
2018-05-28,6.85667,"Upstream1","After"
2018-05-29,6.70333,"Upstream1","After"
2018-05-30,6.55333,"Upstream1","After"
2018-05-31,7.47,"Upstream1","After"
2018-06-01,7.47,"Upstream1","After"
2018-06-02,7.36667,"Upstream1","After"
2018-06-03,7.13333,"Upstream1","After"
2018-06-04,7.17667,"Upstream1","After"
2018-06-05,6.41,"Upstream1","After"
2018-06-06,6.18333,"Upstream1","After"
2018-06-07,6.00667,"Upstream1","After"
2018-06-08,6.8,"Upstream1","After"
2018-06-09,6.6,"Upstream1","After"
2018-06-10,6.56667,"Upstream1","After"
2018-06-11,6.37667,"Upstream1","After"
2018-06-12,6.47,"Upstream1","After"
2018-06-13,6.65333,"Upstream1","After"
2018-06-14,5.79,"Upstream1","After"
2018-06-15,6.25667,"Upstream1","After"
2018-06-16,6.41667,"Upstream1","After"
2018-06-17,6.71,"Upstream1","After"
2018-06-18,6.61333,"Upstream1","After"
2018-06-19,6.07667,"Upstream1","After"
2018-06-20,5.91333,"Upstream1","After"
2018-06-21,5.42333,"Upstream1","After"
2018-06-22,5.48333,"Upstream1","After"
2018-06-23,5.72,"Upstream1","After"
2018-06-24,6,"Upstream1","After"
2018-06-25,5.92667,"Upstream1","After"
2018-06-26,6.06667,"Upstream1","After"
2018-06-27,6.28667,"Upstream1","After"
2018-06-28,6.01,"Upstream1","After"
2018-06-29,6.25,"Upstream1","After"
2018-06-30,6.16333,"Upstream1","After"
2018-07-01,6.07333,"Upstream1","After"
2018-07-02,5.98667,"Upstream1","After"
2018-07-03,5.74,"Upstream1","After"
2018-07-04,5.94333,"Upstream1","After"
2018-07-05,5.44,"Upstream1","After"
2018-07-06,5.26667,"Upstream1","After"
2018-07-07,5.58333,"Upstream1","After"
2018-07-08,5.69,"Upstream1","After"
2018-07-09,5.70333,"Upstream1","After"
2018-07-10,4.99,"Upstream1","After"
2018-07-11,5.84667,"Upstream1","After"
2018-07-12,6.01,"Upstream1","After"
2018-07-13,4.98,"Upstream1","After"
2018-07-14,4.81667,"Upstream1","After"
2018-07-15,5.94667,"Upstream1","After"
2018-07-16,5.46667,"Upstream1","After"
2018-07-17,5.66333,"Upstream1","After"
2018-07-18,5.92667,"Upstream1","After"
2018-07-19,5.76333,"Upstream1","After"
2018-07-20,5.65667,"Upstream1","After"
2018-07-21,5.64667,"Upstream1","After"
2018-07-22,5.64,"Upstream1","After"
2018-07-23,4.93333,"Upstream1","After"
2018-07-24,4.17667,"Upstream1","After"
2018-07-25,0.923333,"Upstream1","After"
2018-07-26,0.0733333,"Upstream1","After"
2018-07-27,0,"Upstream1","After"
2018-07-28,0,"Upstream1","After"
2018-07-29,0,"Upstream1","After"
2018-07-30,0,"Upstream1","After"
2018-07-31,0,"Upstream1","After"
2018-08-01,0,"Upstream1","After"
2018-08-02,0,"Upstream1","After"
2018-08-03,0,"Upstream1","After"
2018-08-04,0,"Upstream1","After"
2018-08-05,0,"Upstream1","After"
2018-08-06,0,"Upstream1","After"
2018-08-07,0,"Upstream1","After"
2018-08-08,0,"Upstream1","After"
2018-08-09,0,"Upstream1","After"
2018-08-10,0,"Upstream1","After"
2018-08-11,5.76667,"Upstream1","After"
2018-08-12,4.99333,"Upstream1","After"
2018-08-13,4.79667,"Upstream1","After"
2018-08-14,0.173333,"Upstream1","After"
2018-08-15,0,"Upstream1","After"
2018-08-16,0,"Upstream1","After"
2018-08-17,0,"Upstream1","After"
2018-08-18,0,"Upstream1","After"
2018-08-19,0,"Upstream1","After"
2018-08-20,0,"Upstream1","After"
2018-08-21,0,"Upstream1","After"
2018-08-22,0,"Upstream1","After"
2018-08-23,0,"Upstream1","After"
2018-08-24,0,"Upstream1","After"
2018-08-25,6.09,"Upstream1","After"
2018-08-26,5.97,"Upstream1","After"
2018-08-27,6.16,"Upstream1","After"
2018-08-28,6.08,"Upstream1","After"
2018-08-29,6.13333,"Upstream1","After"
2018-08-30,6.00667,"Upstream1","After"
2018-08-31,6.05667,"Upstream1","After"
2018-09-01,5.84667,"Upstream1","After"
2018-09-02,5.74667,"Upstream1","After"
2018-09-03,4.97,"Upstream1","After"
2018-09-04,5.17667,"Upstream1","After"
2018-09-05,4.53667,"Upstream1","After"
2018-09-06,6.13667,"Upstream1","After"
2018-09-07,6.03667,"Upstream1","After"
2018-09-08,6.10333,"Upstream1","After"
2018-09-09,5.90667,"Upstream1","After"
2018-09-10,5.77667,"Upstream1","After"
2018-09-11,5.72667,"Upstream1","After"
2018-09-12,3.89,"Upstream1","After"
2018-09-13,2.06333,"Upstream1","After"
2018-09-14,1.49333,"Upstream1","After"
2018-09-15,6.00667,"Upstream1","After"
2018-09-16,5.76667,"Upstream1","After"
2018-09-17,3.24667,"Upstream1","After"
2018-09-18,2.58333,"Upstream1","After"
2018-09-19,1.02,"Upstream1","After"
2018-09-20,1.12667,"Upstream1","After"
2018-09-21,1.73,"Upstream1","After"
2018-09-22,2.20333,"Upstream1","After"
2018-09-23,1.67,"Upstream1","After"
2018-09-24,3.34667,"Upstream1","After"
2018-09-25,3.12333,"Upstream1","After"
2018-09-26,6.91,"Upstream1","After"
2018-09-27,6.91,"Upstream1","After"
2018-09-28,7.38,"Upstream1","After"
2018-09-29,7.60333,"Upstream1","After"
2018-09-30,7.65667,"Upstream1","After"
2018-10-01,7.58,"Upstream1","After"
2018-10-02,7.59,"Upstream1","After"
2018-10-03,7.66333,"Upstream1","After"
2018-10-04,7.78,"Upstream1","After"
2018-10-05,7.55333,"Upstream1","After"
2018-10-06,7.69667,"Upstream1","After"
2018-10-07,7.91667,"Upstream1","After"
2018-10-08,7.88667,"Upstream1","After"
2018-10-09,6.39,"Upstream1","After"
2018-10-10,4.07,"Upstream1","After"
2018-10-11,2.99667,"Upstream1","After"
2018-10-12,3.86333,"Upstream1","After"
2018-10-13,5.49667,"Upstream1","After"
2018-10-14,6.00333,"Upstream1","After"
2018-10-15,0.206667,"Upstream1","After"
2018-10-16,0,"Upstream1","After"
2018-10-17,0,"Upstream1","After"
2018-10-18,0,"Upstream1","After"
2018-10-19,0,"Upstream1","After"
2018-10-20,0,"Upstream1","After"
2018-10-21,0,"Upstream1","After"
2018-10-22,0,"Upstream1","After"
2018-10-23,0.02,"Upstream1","After"
2018-10-24,0.243333,"Upstream1","After"
2018-10-25,0.07,"Upstream1","After"
2018-10-26,0.07,"Upstream1","After"
2018-10-27,0.07,"Upstream1","After"
2018-10-28,0.07,"Upstream1","After"
2018-10-29,0.07,"Upstream1","After"
2018-10-30,0.256667,"Upstream1","After"
2018-10-31,0.07,"Upstream1","After"
2018-11-01,0.09,"Upstream1","After"
2018-11-02,0.103333,"Upstream1","After"
2018-11-03,0.11,"Upstream1","After"
2018-11-04,0.12,"Upstream1","After"
2018-11-05,0.13,"Upstream1","After"
2018-11-06,0.12,"Upstream1","After"
2018-11-07,0.13,"Upstream1","After"
2017-09-22,6.58333,"Upstream2","After"
2017-09-23,6.54,"Upstream2","After"
2017-09-24,6.49667,"Upstream2","After"
2017-09-25,6.49667,"Upstream2","After"
2017-09-26,6.35667,"Upstream2","After"
2017-09-27,6.25667,"Upstream2","After"
2017-09-28,6.04667,"Upstream2","After"
2017-09-29,5.58333,"Upstream2","After"
2017-09-30,6.76,"Upstream2","After"
2017-10-01,6.94,"Upstream2","After"
2017-10-02,7.02,"Upstream2","After"
2017-10-03,6.85,"Upstream2","After"
2017-10-04,7.22667,"Upstream2","After"
2017-10-05,7.02667,"Upstream2","After"
2017-10-06,6.97,"Upstream2","After"
2017-10-07,6.83,"Upstream2","After"
2017-10-08,6.55333,"Upstream2","After"
2017-10-09,6.35333,"Upstream2","After"
2017-10-10,5.96,"Upstream2","After"
2017-10-11,5.71667,"Upstream2","After"
2017-10-12,5.31,"Upstream2","After"
2017-10-13,5.90667,"Upstream2","After"
2017-10-14,5.98,"Upstream2","After"
2017-10-15,6.02667,"Upstream2","After"
2017-10-16,5.91333,"Upstream2","After"
2017-10-17,5.85667,"Upstream2","After"
2017-10-18,7.75667,"Upstream2","After"
2017-10-19,7.67667,"Upstream2","After"
2017-10-20,7.45,"Upstream2","After"
2017-10-21,7.35,"Upstream2","After"
2017-10-22,7.1,"Upstream2","After"
2017-10-23,6.84333,"Upstream2","After"
2017-10-24,7.00667,"Upstream2","After"
2017-10-25,6.93,"Upstream2","After"
2017-10-26,7.34667,"Upstream2","After"
2017-10-27,7.61667,"Upstream2","After"
2017-10-28,7.17333,"Upstream2","After"
2017-10-29,7.21667,"Upstream2","After"
2017-10-30,7.53667,"Upstream2","After"
2017-10-31,7.72333,"Upstream2","After"
2017-11-01,7.32667,"Upstream2","After"
2017-11-02,7.04667,"Upstream2","After"
2017-11-03,7.96,"Upstream2","After"
2017-11-04,7.67667,"Upstream2","After"
2017-11-05,7.85333,"Upstream2","After"
2017-11-06,7.76,"Upstream2","After"
2017-11-07,7.16667,"Upstream2","After"
2017-11-08,7.46667,"Upstream2","After"
2017-11-09,8.07667,"Upstream2","After"
2017-11-10,7.84,"Upstream2","After"
2017-11-11,8.11333,"Upstream2","After"
2017-11-12,8.57667,"Upstream2","After"
2017-11-13,8.15,"Upstream2","After"
2017-11-14,8.80667,"Upstream2","After"
2017-11-15,8.63,"Upstream2","After"
2017-11-16,8.92333,"Upstream2","After"
2017-11-17,8.92667,"Upstream2","After"
2017-11-18,9.74667,"Upstream2","After"
2017-11-19,8.87333,"Upstream2","After"
2017-11-20,9.08,"Upstream2","After"
2017-11-21,9.88667,"Upstream2","After"
2017-11-22,9.31667,"Upstream2","After"
2017-11-23,9.09333,"Upstream2","After"
2017-11-24,9.73,"Upstream2","After"
2017-11-25,9.96667,"Upstream2","After"
2017-11-26,9.51667,"Upstream2","After"
2017-11-27,9.72333,"Upstream2","After"
2017-11-28,10.13,"Upstream2","After"
2017-11-29,9.85667,"Upstream2","After"
2017-11-30,9.63333,"Upstream2","After"
2017-12-01,9.31333,"Upstream2","After"
2017-12-02,9.1,"Upstream2","After"
2017-12-03,9.05,"Upstream2","After"
2017-12-04,9.14,"Upstream2","After"
2017-12-05,9.29667,"Upstream2","After"
2017-12-06,8.94667,"Upstream2","After"
2017-12-07,9.28667,"Upstream2","After"
2017-12-08,9.75667,"Upstream2","After"
2017-12-09,10.5,"Upstream2","After"
2017-12-10,10.71,"Upstream2","After"
2017-12-11,11.03,"Upstream2","After"
2017-12-12,10.77,"Upstream2","After"
2017-12-13,10.7367,"Upstream2","After"
2017-12-14,11.2467,"Upstream2","After"
2017-12-15,10.8667,"Upstream2","After"
2017-12-16,11.0367,"Upstream2","After"
2017-12-17,11.2067,"Upstream2","After"
2017-12-18,10.61,"Upstream2","After"
2017-12-19,10.1333,"Upstream2","After"
2017-12-20,9.52667,"Upstream2","After"
2017-12-21,9.32,"Upstream2","After"
2017-12-22,9.93,"Upstream2","After"
2017-12-23,9.53,"Upstream2","After"
2017-12-24,9.24333,"Upstream2","After"
2017-12-25,9.72667,"Upstream2","After"
2017-12-26,10.8633,"Upstream2","After"
2017-12-27,11.0167,"Upstream2","After"
2017-12-28,11.0567,"Upstream2","After"
2017-12-29,11.8833,"Upstream2","After"
2017-12-30,11.5467,"Upstream2","After"
2017-12-31,10.9,"Upstream2","After"
2018-01-01,11.8667,"Upstream2","After"
2018-01-02,12.4467,"Upstream2","After"
2018-01-03,12.52,"Upstream2","After"
2018-01-04,11.9533,"Upstream2","After"
2018-01-05,12.3533,"Upstream2","After"
2018-01-06,12.86,"Upstream2","After"
2018-01-07,13.0967,"Upstream2","After"
2018-01-08,12.7467,"Upstream2","After"
2018-01-09,11.6833,"Upstream2","After"
2018-01-10,11.0833,"Upstream2","After"
2018-01-11,11.7067,"Upstream2","After"
2018-01-12,10.5633,"Upstream2","After"
2018-01-13,9.17333,"Upstream2","After"
2018-01-14,10.2367,"Upstream2","After"
2018-01-15,12.3967,"Upstream2","After"
2018-01-16,12.6,"Upstream2","After"
2018-01-17,12.0967,"Upstream2","After"
2018-01-18,12.6533,"Upstream2","After"
2018-01-19,12.7533,"Upstream2","After"
2018-01-20,12.34,"Upstream2","After"
2018-01-21,11.9133,"Upstream2","After"
2018-01-22,11.3733,"Upstream2","After"
2018-01-23,10.24,"Upstream2","After"
2018-01-24,9.52333,"Upstream2","After"
2018-01-25,10.9833,"Upstream2","After"
2018-01-26,11.56,"Upstream2","After"
2018-01-27,11.2867,"Upstream2","After"
2018-01-28,9.96333,"Upstream2","After"
2018-01-29,9.45,"Upstream2","After"
2018-01-30,10.2867,"Upstream2","After"
2018-01-31,11.2633,"Upstream2","After"
2018-02-01,11.6233,"Upstream2","After"
2018-02-02,10.5933,"Upstream2","After"
2018-02-03,11.4467,"Upstream2","After"
2018-02-04,11.3833,"Upstream2","After"
2018-02-05,10.9667,"Upstream2","After"
2018-02-06,11.4267,"Upstream2","After"
2018-02-07,10.9033,"Upstream2","After"
2018-02-08,10.37,"Upstream2","After"
2018-02-09,11.19,"Upstream2","After"
2018-02-10,10.91,"Upstream2","After"
2018-02-11,10.04,"Upstream2","After"
2018-02-12,9.24667,"Upstream2","After"
2018-02-13,10.0833,"Upstream2","After"
2018-02-14,10.78,"Upstream2","After"
2018-02-15,9.87667,"Upstream2","After"
2018-02-16,8.87667,"Upstream2","After"
2018-02-17,8.61667,"Upstream2","After"
2018-02-18,9.67667,"Upstream2","After"
2018-02-19,9.64,"Upstream2","After"
2018-02-20,9.59667,"Upstream2","After"
2018-02-21,8.71,"Upstream2","After"
2018-02-22,8.57667,"Upstream2","After"
2018-02-23,8.06,"Upstream2","After"
2018-02-24,8.57,"Upstream2","After"
2018-02-25,7.65,"Upstream2","After"
2018-02-26,7.26,"Upstream2","After"
2018-02-27,8.07333,"Upstream2","After"
2018-02-28,8.71667,"Upstream2","After"
2018-03-01,6.83667,"Upstream2","After"
2018-03-02,7.06667,"Upstream2","After"
2018-03-03,8.73667,"Upstream2","After"
2018-03-04,8.41,"Upstream2","After"
2018-03-05,7.95333,"Upstream2","After"
2018-03-06,8.98,"Upstream2","After"
2018-03-07,7.18667,"Upstream2","After"
2018-03-08,9.45333,"Upstream2","After"
2018-03-09,9.82667,"Upstream2","After"
2018-03-10,9.27667,"Upstream2","After"
2018-03-11,8.89,"Upstream2","After"
2018-03-12,8.28,"Upstream2","After"
2018-03-13,9.75333,"Upstream2","After"
2018-03-14,9.94667,"Upstream2","After"
2018-03-15,10.43,"Upstream2","After"
2018-03-16,10.0167,"Upstream2","After"
2018-03-17,9.98333,"Upstream2","After"
2018-03-18,9.45667,"Upstream2","After"
2018-03-19,9.38,"Upstream2","After"
2018-03-20,8.77667,"Upstream2","After"
2018-03-21,9.59,"Upstream2","After"
2018-03-22,10.3833,"Upstream2","After"
2018-03-23,10.4933,"Upstream2","After"
2018-03-24,10.7233,"Upstream2","After"
2018-03-25,10.8733,"Upstream2","After"
2018-03-26,9.87667,"Upstream2","After"
2018-03-27,11.39,"Upstream2","After"
2018-03-28,11.2033,"Upstream2","After"
2018-03-29,11.1833,"Upstream2","After"
2018-03-30,10.76,"Upstream2","After"
2018-03-31,10.5933,"Upstream2","After"
2018-04-01,10.6033,"Upstream2","After"
2018-04-02,10.44,"Upstream2","After"
2018-04-03,10.0433,"Upstream2","After"
2018-04-04,9.81667,"Upstream2","After"
2018-04-05,9.39,"Upstream2","After"
2018-04-06,9.03667,"Upstream2","After"
2018-04-07,8.51333,"Upstream2","After"
2018-04-08,7.78333,"Upstream2","After"
2018-04-09,5.83,"Upstream2","After"
2018-04-10,7.93,"Upstream2","After"
2018-04-11,9.62,"Upstream2","After"
2018-04-12,9.40333,"Upstream2","After"
2018-04-13,8.58667,"Upstream2","After"
2018-04-14,8.85,"Upstream2","After"
2018-04-15,8.87,"Upstream2","After"
2018-04-16,8.84,"Upstream2","After"
2018-05-08,8.61333,"Upstream2","After"
2018-05-09,8.23,"Upstream2","After"
2018-05-10,7.90667,"Upstream2","After"
2018-05-11,7.88,"Upstream2","After"
2018-05-12,7.77667,"Upstream2","After"
2018-05-13,7.74,"Upstream2","After"
2018-05-14,7.70333,"Upstream2","After"
2018-05-15,7.70667,"Upstream2","After"
2018-05-16,7.75,"Upstream2","After"
2018-05-17,6.65667,"Upstream2","After"
2018-05-18,7.28667,"Upstream2","After"
2018-05-19,7.21333,"Upstream2","After"
2018-05-20,7.38,"Upstream2","After"
2018-05-21,8.25667,"Upstream2","After"
2018-05-22,7.96667,"Upstream2","After"
2018-05-23,7.91,"Upstream2","After"
2018-05-24,7.72333,"Upstream2","After"
2018-05-25,6.96667,"Upstream2","After"
2018-05-26,6.83333,"Upstream2","After"
2018-05-27,6.72333,"Upstream2","After"
2018-05-28,6.69,"Upstream2","After"
2018-05-29,6.46,"Upstream2","After"
2018-05-30,5.88333,"Upstream2","After"
2018-05-31,7.03,"Upstream2","After"
2018-06-01,6.82,"Upstream2","After"
2018-06-02,6.65333,"Upstream2","After"
2018-06-03,6.61333,"Upstream2","After"
2018-06-04,6.54,"Upstream2","After"
2018-06-05,6.37333,"Upstream2","After"
2018-06-06,5.66333,"Upstream2","After"
2018-06-07,5.86,"Upstream2","After"
2018-06-08,6.47,"Upstream2","After"
2018-06-09,6.28333,"Upstream2","After"
2018-06-10,5.96333,"Upstream2","After"
2018-06-11,5.87667,"Upstream2","After"
2018-06-12,6.21,"Upstream2","After"
2018-06-13,5.91,"Upstream2","After"
2018-06-14,5.73667,"Upstream2","After"
2018-06-15,5.76333,"Upstream2","After"
2018-06-16,6.11333,"Upstream2","After"
2018-06-17,6.13,"Upstream2","After"
2018-06-18,6.28,"Upstream2","After"
2018-06-19,6.06333,"Upstream2","After"
2018-06-20,5.91333,"Upstream2","After"
2018-06-21,5.77333,"Upstream2","After"
2018-06-22,5.69333,"Upstream2","After"
2018-06-23,5.38333,"Upstream2","After"
2018-06-24,5.31667,"Upstream2","After"
2018-06-25,5.03333,"Upstream2","After"
2018-06-26,5.27667,"Upstream2","After"
